"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"SEC24B",1313.40465668299,0.233078540664976,0.140429418936311,1.65975578643307,0.0969635916042761,0.163178704347408
"DOP1B",1468.4515578662,0.232962305781507,0.124449093721984,1.87194859210416,0.0612137160312007,0.111006403617156
"MIR12114",4.82635076326327,0.232869677181557,0.415101702432071,0.560994271565688,0.574801442318056,0.67129281508427
"WRNIP1",1118.36089446992,0.232750674739304,0.121964477381793,1.9083480676977,0.0563462442090488,0.103404490115449
"COL4A1",7.85267665934367,0.23263330245296,0.509995955965526,0.456147347310897,0.648284024801338,0.735168774126325
"LOC284454",1774.35628259834,0.232555338139223,0.308781555350897,0.75313869662632,0.451366572995167,0.558561422379322
"SNRPN",10.2241768144634,0.232528367798655,0.418437551091662,0.555706262958503,0.578411674422789,0.674486833903184
"FHDC1",147.785953317212,0.232527487935318,0.243030161163334,0.95678448642859,0.338676044106746,0.446989265118687
"CTNNBL1",842.751291140657,0.232373215988911,0.127663599037156,1.82019947535147,0.0687286329929356,0.122523448637415
"LINC02572",0.208322907260767,0.232365484726866,1.89175728496247,0.122830495526003,0.902241325167433,NA
"RUSC2",203.642614951749,0.232361481638196,0.286155450694188,0.812011377293382,0.416785103160515,0.525282841170047
"TBC1D25",951.413495958095,0.232248449275833,0.127095556854392,1.82735301708391,0.0676467086113747,0.12088554681721
"CNOT4",579.784996504765,0.232037424150945,0.146253163761216,1.58654635690334,0.112615425044066,0.184145959430345
"LINC00629",3.96954632081667,0.231949585270746,0.411393678397945,0.56381416985795,0.572880607322892,0.669821074257598
"GPAT2",40.2209532047398,0.23160455765647,0.343776623254278,0.673706534970417,0.500497906352348,0.605209444979702
"TIMMDC1",776.133089155538,0.23143146418511,0.162553625506706,1.42372379246357,0.154526443529733,0.239350117243449
"PIP5K1P1",3.45550418252926,0.231365070451365,0.530361374183527,0.436240423442494,0.662662301938829,0.746522022488281
"LOC101928504",6.82094347585906,0.231050308561145,0.350309645639735,0.659560224609862,0.509536086303352,0.613634856623391
"LRRC8A",1196.14968375297,0.231010843640448,0.219262229491074,1.05358248056057,0.292074113647,0.397886692970498
"CCDC149",233.013950201534,0.230922987551522,0.264253525494866,0.873869088857278,0.382189550186437,0.491324624277045
"EPB41L4A-DT",0.45645824008812,0.230732241647928,1.21677851945548,0.189625505347664,0.849602599446089,0.893088752358914
"HSPA1L",6.14445299723855,0.230595980135123,0.59458841092634,0.387824545345353,0.698145879886103,0.775144532929039
"HGS",3925.42630137861,0.230538654931845,0.146476946515246,1.57389036579794,0.115512797602971,0.187893227639798
"GGA1",1481.87011418452,0.230517318739272,0.136282939871675,1.6914613007052,0.0907487329797239,0.154433179516025
"LINC02533",0.282449312227995,0.230461807468254,1.29393607565295,0.178109113583495,0.858637284866904,NA
"LOC100134868",10.4092802227317,0.230329933326793,0.317873622354345,0.724595930989318,0.46869995592113,0.57491473739985
"ARMT1",608.601623959429,0.230277258800412,0.188329550986773,1.22273566518823,0.221429551612336,0.31971636429293
"DNAJC14",1264.34463169718,0.230206720830304,0.0992216681103598,2.32012548483115,0.0203340900730666,0.0437092565511006
"DNAJC7",1392.37234875559,0.230136740566203,0.0946761824039535,2.43077756963501,0.0150664607596076,0.0338077058889393
"SORD",246.415455760556,0.230109594503592,0.163925096049466,1.40374841954739,0.160393778497881,0.246732072904509
"CDC37L1-DT",6.69829393885919,0.229970077501128,0.363368485569188,0.632883936373562,0.526809438523145,0.628543108120269
"PSMD3",1473.38384030054,0.229770570647787,0.102167966658294,2.24894923686078,0.0245157259210332,0.0512891989729347
"POLR2G",899.076811894181,0.229519889205978,0.107764317234186,2.12983198053583,0.0331854873787892,0.0663985489057951
"KIZ",395.860236577652,0.229513809230622,0.110555690977244,2.07600176166293,0.0378937880619092,0.0741102470278802
"SLC25A13",234.706829220423,0.229445341955105,0.100422083129872,2.28480962358021,0.0223239931290118,0.0473362029320069
"ELN",0.843148263395073,0.229219046572891,0.982205799496076,0.233371709564831,0.815472779220524,0.867388196063397
"SETX",6797.36473202909,0.228948272105877,0.137049168450243,1.67055571876016,0.0948094651352053,0.160096701531785
"ZADH2",890.928591139972,0.228585973269118,0.129675272180603,1.76275684195795,0.077941509268378,0.135989967805999
"CYP11A1",1.02989818144787,0.228524841421974,0.740610403677554,0.308562829103153,0.75765409997444,0.82357795857734
"KRAS",2008.92705410997,0.228424079863284,0.162419218244636,1.40638578569705,0.159609598819404,0.245702358291274
"C10orf90",0.0454032142732518,0.228386280609476,3.58254015008104,0.0637498174596339,0.949169436791655,NA
"PRSS38",0.0548198150467708,0.228386280609476,3.58254015008104,0.0637498174596339,0.949169436791655,NA
"ASB15",0.0567783684152894,0.228386280609476,3.58254015008104,0.0637498174596339,0.949169436791655,NA
"GRM6",0.053844888166201,0.228386280609476,3.58254015008104,0.0637498174596339,0.949169436791655,NA
"PCDHB11",0.0400034222599187,0.228386280609476,3.58254015008104,0.0637498174596339,0.949169436791655,NA
"SLCO1C1",0.0410530623997957,0.228386280609476,3.58254015008104,0.0637498174596339,0.949169436791655,NA
"MIR3665",0.0473886258832764,0.228386280609476,3.58254015008104,0.0637498174596339,0.949169436791655,NA
"LOC100499194",0.0400781355192259,0.228386280609476,3.58254015008104,0.0637498174596339,0.949169436791655,NA
"LINC01612",0.0483635527638462,0.228386280609476,3.58254015008104,0.0637498174596339,0.949169436791655,NA
"LOC100303749",0.0605643408944749,0.228386280609476,3.58254015008104,0.0637498174596339,0.949169436791655,NA
"LINCMD1",0.0483635527638462,0.228386280609476,3.58254015008104,0.0637498174596339,0.949169436791655,NA
"LOC101928381",0.0487822296751695,0.228386280609476,3.58254015008104,0.0637498174596339,0.949169436791655,NA
"SPATS1",0.0400781355192259,0.228386280609476,3.58254015008104,0.0637498174596339,0.949169436791655,NA
"LINC00423",0.0487822296751695,0.228386280609476,3.58254015008104,0.0637498174596339,0.949169436791655,NA
"LINC02398",0.0358150695359488,0.228386280609476,3.58254015008104,0.0637498174596338,0.949169436791655,NA
"ATP4A",0.0530343420669029,0.228386280609476,3.58254015008104,0.0637498174596338,0.949169436791655,NA
"GOLGA2P10",0.0358150695359488,0.228386280609476,3.58254015008104,0.0637498174596338,0.949169436791655,NA
"ARGFX",0.0481975184230395,0.228386280609476,3.58254015008104,0.0637498174596338,0.949169436791655,NA
"MIR548S",0.0467863970324127,0.228386280609476,3.58254015008104,0.0637498174596338,0.949169436791655,NA
"TNRC17",0.0551894419623451,0.228386280609476,3.58254015008104,0.0637498174596338,0.949169436791655,NA
"CDC20B",0.0353005519731072,0.228386280609476,3.58254015008104,0.0637498174596338,0.949169436791655,NA
"MIR365B",0.042427436384562,0.228386280609476,3.58254015008104,0.0637498174596338,0.949169436791655,NA
"BMPR1B-DT",0.0481975184230395,0.228386280609476,3.58254015008104,0.0637498174596338,0.949169436791655,NA
"LINC01170",0.0533128427876677,0.228386280609476,3.58254015008104,0.0637498174596338,0.949169436791655,NA
"LOC101928911",0.0495500728056997,0.228386280609476,3.58254015008104,0.0637498174596338,0.949169436791655,NA
"MIR3907",0.0464138149059169,0.228386280609476,3.58254015008104,0.0637498174596338,0.949169436791655,NA
"MIR2052HG",0.042427436384562,0.228386280609476,3.58254015008104,0.0637498174596338,0.949169436791655,NA
"SPATA31E1",0.0464138149059169,0.228386280609476,3.58254015008104,0.0637498174596338,0.949169436791655,NA
"CYP4B1",0.027753976011586,0.228386280609476,3.58254015008104,0.0637498174596338,0.949169436791655,NA
"LINC02474",0.0361807487209228,0.228386280609476,3.58254015008104,0.0637498174596338,0.949169436791655,NA
"SNORA74C-2",0.0294403506420459,0.228386280609476,3.58254015008104,0.0637498174596338,0.949169436791655,NA
"GDF6",0.027753976011586,0.228386280609476,3.58254015008104,0.0637498174596338,0.949169436791655,NA
"PCDHA10",0.0418227995291365,0.228386280609476,3.58254015008104,0.0637498174596338,0.949169436791655,NA
"MIR548Z",0.050997141507775,0.228386280609476,3.58254015008104,0.0637498174596338,0.949169436791655,NA
"GAS8-AS1",0.0565035988474185,0.228386280609476,3.58254015008104,0.0637498174596338,0.949169436791655,NA
"H2BW2",0.0488147230684422,0.228386280609476,3.58254015008104,0.0637498174596338,0.949169436791655,NA
"ANKRD20A9P",0.0417081998878781,0.228386280609476,3.58254015008104,0.0637498174596338,0.949169436791655,NA
"LINC00519",0.0404116781385098,0.228386280609476,3.58254015008104,0.0637498174596338,0.949169436791655,NA
"FOXN3-AS2",0.0636472400613629,0.228386280609476,3.58254015008104,0.0637498174596338,0.949169436791655,NA
"LAMB4",0.0361807487209228,0.228386280609476,3.58254015008104,0.0637498174596338,0.949169436791655,NA
"MIR4525",0.0418227995291365,0.228386280609476,3.58254015008104,0.0637498174596338,0.949169436791655,NA
"LOC644669",0.0361807487209228,0.228386280609476,3.58254015008104,0.0637498174596338,0.949169436791655,NA
"SPIN2A",0.0416872060605664,0.228386280609476,3.58254015008104,0.0637498174596338,0.949169436791655,NA
"MIR1271",0.0289258330792043,0.228386280609476,3.58254015008104,0.0637498174596338,0.949169436791655,NA
"LOC105370708",0.0418227995291365,0.228386280609476,3.58254015008104,0.0637498174596338,0.949169436791655,NA
"PPBPP2",0.0259092089670042,0.228386280609476,3.58254015008104,0.0637498174596338,0.949169436791655,NA
"LINC02197",0.0425703687984381,0.228386280609476,3.58254015008104,0.0637498174596338,0.949169436791655,NA
"PCDHB19P",0.0416872060605664,0.228386280609476,3.58254015008104,0.0637498174596338,0.949169436791655,NA
"MIR6891",0.041526705071401,0.228386280609476,3.58254015008104,0.0637498174596338,0.949169436791655,NA
"DHX33-DT",0.046659623173,0.228386280609476,3.58254015008104,0.0637498174596338,0.949169436791655,NA
"FRG2C",0.0416872060605664,0.228386280609476,3.58254015008104,0.0637498174596338,0.949169436791655,NA
"OR4D6",0.0636311158552943,0.228386280609476,3.58254015008104,0.0637498174596338,0.949169436791655,NA
"SRRM4",0.0566391923159887,0.228386280609476,3.58254015008104,0.0637498174596338,0.949169436791655,NA
"SGCZ",0.0296951814461898,0.228386280609475,3.58254015008104,0.0637498174596338,0.949169436791655,NA
"KRT3",0.0454941723670637,0.228386280609475,3.58254015008104,0.0637498174596338,0.949169436791655,NA
"SCARA3",0.0453126775505865,0.228386280609475,3.58254015008104,0.0637498174596338,0.949169436791655,NA
"SLC2A2",0.0342693394709318,0.228386280609475,3.58254015008104,0.0637498174596338,0.949169436791655,NA
"MIR4260",0.0315399484907715,0.228386280609475,3.58254015008104,0.0637498174596338,0.949169436791655,NA
"PRR30",0.0501829300330641,0.228386280609475,3.58254015008104,0.0637498174596338,0.949169436791655,NA
"LINC-ROR",0.042576345211278,0.228386280609475,3.58254015008104,0.0637498174596338,0.949169436791655,NA
"SLCO6A1",0.0296951814461898,0.228386280609475,3.58254015008104,0.0637498174596338,0.949169436791655,NA
"MIR3165",0.0438250684911995,0.228386280609475,3.58254015008104,0.0637498174596338,0.949169436791655,NA
"LINC02395",0.0581965587904376,0.228386280609475,3.58254015008104,0.0637498174596338,0.949169436791655,NA
"LINC02392",0.028803616151463,0.228386280609475,3.58254015008104,0.0637498174596338,0.949169436791655,NA
"LINC00507",0.0498868355753285,0.228386280609475,3.58254015008104,0.0637498174596338,0.949169436791655,NA
"LINC00621",0.0500473365644939,0.228386280609475,3.58254015008104,0.0637498174596338,0.949169436791655,NA
"LRAT",0.0342693394709318,0.228386280609475,3.58254015008104,0.0637498174596338,0.949169436791655,NA
"SNORD126",0.0327118055583898,0.228386280609475,3.58254015008104,0.0637498174596338,0.949169436791655,NA
"LINC02317",0.0414429852710903,0.228386280609475,3.58254015008104,0.0637498174596338,0.949169436791655,NA
"CBLC",0.041088736151891,0.228386280609475,3.58254015008104,0.0637498174596338,0.949169436791655,NA
"NPSR1",0.0361141065155136,0.228386280609475,3.58254015008104,0.0637498174596338,0.949169436791655,NA
"SNORD18A",0.0414429852710903,0.228386280609475,3.58254015008104,0.0637498174596338,0.949169436791655,NA
"MIR1276",0.0372859635831318,0.228386280609475,3.58254015008104,0.0637498174596338,0.949169436791655,NA
"OPCML",0.0498643632083192,0.228386280609475,3.58254015008104,0.0637498174596338,0.949169436791655,NA
"PHGR1",0.0498868355753285,0.228386280609475,3.58254015008104,0.0637498174596338,0.949169436791655,NA
"NPIPA5",0.0387066529317818,0.228386280609475,3.58254015008104,0.0637498174596338,0.949169436791655,NA
"LHFPL3",0.0342693394709318,0.228386280609475,3.58254015008104,0.0637498174596338,0.949169436791655,NA
"RBP1",0.0504455956521855,0.228386280609475,3.58254015008104,0.0637498174596338,0.949169436791655,NA
"C11orf53",0.0399667212001084,0.228386280609475,3.58254015008104,0.0637498174596338,0.949169436791655,NA
"GPR62",0.0315399484907715,0.228386280609475,3.58254015008104,0.0637498174596338,0.949169436791655,NA
"G6PC",0.0444128479945866,0.228386280609475,3.58254015008104,0.0637498174596338,0.949169436791655,NA
"IRX5",0.0445408792248504,0.228386280609475,3.58254015008104,0.0637498174596338,0.949169436791655,NA
"C16orf89",0.0456087720083221,0.228386280609475,3.58254015008104,0.0637498174596338,0.949169436791655,NA
"SILC1",0.0456087720083221,0.228386280609475,3.58254015008104,0.0637498174596338,0.949169436791655,NA
"SNORD3K",0.0387066529317818,0.228386280609475,3.58254015008104,0.0637498174596338,0.949169436791655,NA
"MIR4761",0.028803616151463,0.228386280609475,3.58254015008104,0.0637498174596338,0.949169436791655,NA
"MIR6069",0.0342693394709318,0.228386280609475,3.58254015008104,0.0637498174596338,0.949169436791655,NA
"MIR4534",0.0720073705652904,0.228386280609475,3.58254015008104,0.0637498174596338,0.949169436791655,NA
"SNORA93",0.0361141065155136,0.228386280609475,3.58254015008104,0.0637498174596338,0.949169436791655,NA
"ZFPM2-AS1",0.028803616151463,0.228386280609475,3.58254015008104,0.0637498174596338,0.949169436791655,NA
"EN2",0.0372859635831318,0.228386280609475,3.58254015008104,0.0637498174596338,0.949169436791655,NA
"MIR4449",0.0674332125405484,0.228386280609475,3.58254015008104,0.0637498174596338,0.949169436791655,NA
"LOC101929621",0.041088736151891,0.228386280609475,3.58254015008104,0.0637498174596338,0.949169436791655,NA
"LINC01793",0.0581965587904376,0.228386280609475,3.58254015008104,0.0637498174596338,0.949169436791655,NA
"LINC00668",0.0498868355753285,0.228386280609475,3.58254015008104,0.0637498174596338,0.949169436791655,NA
"SNHG27",0.0332263231212314,0.228386280609475,3.58254015008104,0.0637498174596338,0.949169436791655,NA
"MIR3065",0.028803616151463,0.228386280609475,3.58254015008104,0.0637498174596338,0.949169436791655,NA
"GTF2H2B",0.0361141065155136,0.228386280609475,3.58254015008104,0.0637498174596338,0.949169436791655,NA
"MGAT3-AS1",0.0438250684911995,0.228386280609475,3.58254015008104,0.0637498174596338,0.949169436791655,NA
"LINC00581",0.0332263231212314,0.228386280609475,3.58254015008104,0.0637498174596338,0.949169436791655,NA
"NKX2-2",0.0581965587904376,0.228386280609475,3.58254015008104,0.0637498174596338,0.949169436791655,NA
"TRIM74",0.0454941723670637,0.228386280609475,3.58254015008104,0.0637498174596338,0.949169436791655,NA
"MOXD2P",0.0371023576305361,0.228386280609475,3.58254015008104,0.0637498174596338,0.949169436791655,NA
"TPPP2",0.028803616151463,0.228386280609475,3.58254015008104,0.0637498174596338,0.949169436791655,NA
"PTPRD-AS1",0.0445408792248504,0.228386280609475,3.58254015008104,0.0637498174596338,0.949169436791655,NA
"SNORA84",0.0414613182783868,0.228386280609475,3.58254015008104,0.0637498174596338,0.949169436791655,NA
"NPAS4",0.0550197536769275,0.228386280609475,3.58254015008104,0.0637498174596338,0.949169436791655,NA
"PRKX-AS1",0.0441976506176953,0.228386280609475,3.58254015008104,0.0637498174596338,0.949169436791655,NA
"PHEX-AS1",0.0304899907819229,0.228386280609475,3.58254015008104,0.0637498174596338,0.949169436791655,NA
"OR6S1",0.0296951814461898,0.228386280609475,3.58254015008104,0.0637498174596338,0.949169436791655,NA
"OR8B12",0.0498868355753285,0.228386280609475,3.58254015008104,0.0637498174596338,0.949169436791655,NA
"DUOXA2",0.0674332125405484,0.228386280609475,3.58254015008104,0.0637498174596338,0.949169436791655,NA
"MIR542",0.0378004811459735,0.228386280609475,3.58254015008104,0.0637498174596338,0.949169436791655,NA
"LINC02875",0.0296951814461898,0.228386280609475,3.58254015008104,0.0637498174596338,0.949169436791655,NA
"EXOC1L",0.0500473365644939,0.228386280609475,3.58254015008104,0.0637498174596338,0.949169436791655,NA
"CFTR",0.0551322200568856,0.228386280609475,3.58254015008104,0.0637498174596337,0.949169436791655,NA
"SNTG1",0.0523443769554874,0.228386280609475,3.58254015008104,0.0637498174596337,0.949169436791655,NA
"TMPRSS11B",0.0523443769554874,0.228386280609475,3.58254015008104,0.0637498174596337,0.949169436791655,NA
"SHISA6",0.0392186294947533,0.228386280609475,3.58254015008104,0.0637498174596337,0.949169436791655,NA
"PCDHA3",0.0382755534379368,0.228386280609475,3.58254015008104,0.0637498174596337,0.949169436791655,NA
"LINC01653",0.0550176204156272,0.228386280609475,3.58254015008104,0.0637498174596337,0.949169436791655,NA
"LINCADL",0.0481785902182556,0.228386280609475,3.58254015008104,0.0637498174596337,0.949169436791655,NA
"OR7A5",0.0537210986662588,0.228386280609475,3.58254015008104,0.0637498174596337,0.949169436791655,NA
"ANO1",0.0382755534379368,0.228386280609475,3.58254015008104,0.0637498174596337,0.949169436791655,NA
"GOLGA6L6",0.0422352536069533,0.228386280609475,3.58254015008104,0.0637498174596337,0.949169436791655,NA
"LOC100130238",0.0399619280683967,0.228386280609475,3.58254015008104,0.0637498174596337,0.949169436791655,NA
"TRIM64C",0.079608953678898,0.228386280609475,3.58254015008104,0.0637498174596337,0.949169436791655,NA
"MDGA2",0.0551322200568856,0.228386280609475,3.58254015008104,0.0637498174596337,0.949169436791655,NA
"LYPD6",0.0522087834869172,0.228386280609475,3.58254015008104,0.0637498174596337,0.949169436791655,NA
"MISP",0.0392186294947533,0.228386280609475,3.58254015008104,0.0637498174596337,0.949169436791655,NA
"TREH",0.0704563391783096,0.228386280609475,3.58254015008104,0.0637498174596337,0.949169436791655,NA
"EPN2-AS1",0.0522087834869172,0.228386280609475,3.58254015008104,0.0637498174596337,0.949169436791655,NA
"ABCA9-AS1",0.041063396539335,0.228386280609475,3.58254015008104,0.0637498174596337,0.949169436791655,NA
"BMP5",0.0523443769554874,0.228386280609475,3.58254015008104,0.0637498174596337,0.949169436791655,NA
"ADAD1",0.05483612559915,0.228386280609475,3.58254015008104,0.0637498174596337,0.949169436791655,NA
"COL6A5",0.0364307863933551,0.228386280609475,3.58254015008104,0.0637498174596337,0.949169436791655,NA
"KCNH6",0.0382755534379368,0.228386280609475,3.58254015008104,0.0637498174596337,0.949169436791655,NA
"RGPD4-AS1",0.05483612559915,0.228386280609475,3.58254015008104,0.0637498174596337,0.949169436791655,NA
"FAM138B",0.0467023261472737,0.228386280609475,3.58254015008104,0.0637498174596337,0.949169436791655,NA
"CYP4F30P",0.0479656564768623,0.228386280609475,3.58254015008104,0.0637498174596337,0.949169436791655,NA
"KRT6A",0.059969043700749,0.228386280609475,3.58254015008104,0.0637498174596337,0.949169436791655,NA
"LINC00028",0.0523443769554874,0.228386280609475,3.58254015008104,0.0637498174596337,0.949169436791655,NA
"LINC00898",0.0523443769554874,0.228386280609475,3.58254015008104,0.0637498174596337,0.949169436791655,NA
"ZNF84-DT",0.0509664333196538,0.228386280609475,3.58254015008104,0.0637498174596337,0.949169436791655,NA
"MUC5AC",0.0551322200568856,0.228386280609475,3.58254015008104,0.0637498174596337,0.949169436791655,NA
"PGK2",0.0571812005993508,0.228386280609475,3.58254015008104,0.0637498174596337,0.949169436791655,NA
"NBPF22P",0.0549966265883154,0.228386280609475,3.58254015008104,0.0637498174596337,0.949169436791655,NA
"LINC00461",0.0382755534379368,0.228386280609475,3.58254015008104,0.0637498174596337,0.949169436791655,NA
"GNG14",0.0392186294947533,0.228386280609475,3.58254015008104,0.0637498174596337,0.949169436791655,NA
"MIR5689HG",0.0382755534379368,0.228386280609475,3.58254015008104,0.0637498174596337,0.949169436791655,NA
"TTC6",0.0509332555648606,0.228386280609475,3.58254015008104,0.0637498174596337,0.949169436791655,NA
"OR2M2",0.041063396539335,0.228386280609475,3.58254015008104,0.0637498174596337,0.949169436791655,NA
"KRT27",0.0551322200568856,0.228386280609475,3.58254015008104,0.0637498174596337,0.949169436791655,NA
"PARAL1",0.0704563391783096,0.228386280609475,3.58254015008104,0.0637498174596337,0.949169436791655,NA
"GFY",0.0415909375829594,0.228386280609475,3.58254015008104,0.0637498174596337,0.949169436791655,NA
"OPN1MW",0.0564073303698115,0.228386280609475,3.58254015008104,0.0637498174596337,0.949169436791655,NA
"FLJ12825",0.0430114326549184,0.228386280609475,3.58254015008104,0.0637498174596337,0.949169436791655,NA
"SNORD116-15",0.0415909375829594,0.228386280609475,3.58254015008104,0.0637498174596337,0.949169436791655,NA
"LINC01996",0.0415909375829594,0.228386280609475,3.58254015008104,0.0637498174596337,0.949169436791655,NA
"PGBP",0.0564073303698115,0.228386280609475,3.58254015008104,0.0637498174596337,0.949169436791655,NA
"TAS2R50",0.0430114326549184,0.228386280609475,3.58254015008104,0.0637498174596337,0.949169436791655,NA
"GDF3",0.0426405777228364,0.228386280609475,3.58254015008104,0.0637498174596336,0.949169436791655,NA
"LINC00375",0.0770202072641806,0.228386280609475,3.58254015008104,0.0637498174596336,0.949169436791655,NA
"LOC442028",0.0426405777228364,0.228386280609475,3.58254015008104,0.0637498174596336,0.949169436791655,NA
"GPR78",0.0426405777228364,0.228386280609475,3.58254015008104,0.0637498174596336,0.949169436791655,NA
"ZBTB20-AS3",0.0426405777228364,0.228386280609475,3.58254015008104,0.0637498174596336,0.949169436791655,NA
"BRINP2",0.0815943652889226,0.228386280609475,3.58254015008104,0.0637498174596336,0.949169436791655,NA
"C7orf65",0.0453769100621449,0.228386280609475,3.58254015008104,0.0637498174596336,0.949169436791655,NA
"ANKRD30A",0.0535330100812693,0.228386280609475,3.58254015008104,0.0637498174596336,0.949169436791655,NA
"CUTA",0.0865436553127441,0.228386280609475,3.58254015008104,0.0637498174596336,0.949169436791655,NA
"LOC101927787",0.0549003581107084,0.228386280609475,3.58254015008104,0.0637498174596336,0.949169436791655,NA
"SUPT20HL2",0.20246622447149,0.228384542343886,3.12029020779693,0.0731933657238682,0.941652245614751,NA
"TTTY16",0.156397128375169,0.228381312830564,3.31891968434586,0.0688119432078322,0.945139311318699,NA
"MIR3941",0.193464074740983,0.22838022953249,3.15435663937457,0.0724015245079494,0.942282371598832,NA
"LOC100288728",0.143729005215513,0.228380092972802,3.39092025203011,0.0673504759765649,0.94630269405949,NA
"SACS-AS1",0.122645688596159,0.228378068833965,3.53210663816458,0.0646577502407003,0.948446502817151,NA
"COMP",0.118184539661091,0.228377460635834,3.566557276308,0.0640330276350543,0.94894392851126,NA
"SNORD116-14",0.112784747647758,0.228377176466447,3.58254015008041,0.0637472762060521,0.949171460302822,NA
"SRP72",1948.08065689976,0.228308178849585,0.143297426810352,1.59324688468929,0.111104817117363,0.182186176110732
"TET2-AS1",0.482218407956188,0.228205533327354,1.19444976785749,0.191054943848071,0.848482546928563,0.892252185383036
"CHST5",1.65216380614703,0.228155835276048,0.67292208606335,0.339052380656397,0.734570270591814,0.804752143578293
"MRPL21",275.269908689897,0.228114277343151,0.133864456923179,1.70406904555748,0.0883681887749278,0.151049227023976
"TAPT1",800.071870323993,0.22748896636531,0.148379258420194,1.53315880391507,0.125236731828029,0.201047736907667
"TOP1",2505.95236074769,0.227396839321259,0.203803711440024,1.11576397561424,0.264523177737901,0.368518540355506
"NCOA3",3909.04957165996,0.227012854383664,0.131015225414809,1.73272116782546,0.083145240280846,0.143406742660061
"MMP23A",3.21367499234326,0.226670302844161,0.53074125818712,0.427082498953276,0.669319239574437,0.752612995047978
"LOC407835",79.0090760261511,0.226668267100047,0.260798771795145,0.869130884090559,0.384775545923675,0.493726511468306
"ACBD5",722.182837311919,0.226648485244988,0.106384340266414,2.13046849449273,0.0331329541953622,0.0663072127175833
"TSTA3",11.0707754156969,0.226566279375007,0.24882735893735,0.910536045323101,0.362539881252545,0.471507444804822
"PRORSD1P",63.8158980400768,0.22654320039122,0.194526586078731,1.16458734488628,0.244186068816554,0.346162368804334
"KRCC1",749.364044601458,0.226431991643957,0.180911259384317,1.25161912207431,0.210708683387219,0.307227677624234
"NDUFAF7",362.866585733764,0.226357429026576,0.160529540041192,1.41006713760278,0.158519859654606,0.244337220066117
"WBP11",1765.20019704951,0.226247084055398,0.198154428016832,1.14177152799321,0.253549000104646,0.356446582145344
"TIRAP",341.042440315913,0.226112726615402,0.168737598640082,1.34002574670807,0.180236974558194,0.270960283899567
"SNORA14B",0.82296566589788,0.225857554008147,0.88868395197343,0.254148343183876,0.799380956678512,0.85569324633912
"AREL1",2903.53192494954,0.225855631491106,0.177170077267085,1.27479558046716,0.202381605407782,0.297474387323636
"C12orf4",284.14707320351,0.225828819162074,0.177553740896724,1.27188995298854,0.203412222077619,0.298668677294456
"VIPAS39",555.832463594023,0.225804476637173,0.138240373384305,1.63341917494278,0.102380866911735,0.170360630576804
"PVR",280.879531211967,0.225563217231901,0.211257795758266,1.0677154725689,0.285648876856817,0.390930659546016
"CBWD2",309.028001849735,0.225526297048374,0.131569346210788,1.7141249352038,0.0865057831900937,0.148313226003379
"HCG26",41.8158429629296,0.225347969550431,0.421627025798261,0.534472307897681,0.593014803590709,0.688099310735841
"ZYG11B",1240.24613009374,0.225337676540317,0.134648759641778,1.67352211145361,0.094224557380114,0.159334785232665
"GAPVD1",2109.99530451588,0.225156348697363,0.172634318540607,1.30423863922747,0.192152229353151,0.285530742537728
"TMEM106C",334.921528463464,0.225127061072915,0.1548225256355,1.45409758785962,0.145919252249662,0.228257657102636
"BTN2A3P",44.6315960245437,0.225005476787425,0.212058163418663,1.06105548194907,0.288664687750114,0.39421781829138
"COPS7A",914.959566380481,0.224856306394592,0.137123249017255,1.6398116877051,0.101044327299536,0.168679968055692
"SLC35F2",178.905908583977,0.224823200105201,0.249090259557548,0.902577244507866,0.366750308131952,0.475891078203166
"RIC8A",2214.17700939747,0.224743405412803,0.095622253361815,2.35032534280928,0.0187570082081911,0.0407663766009494
"BPTF",3136.60713179957,0.224482556419073,0.123030262813568,1.82461250821873,0.0680595245202696,0.121488017082883
"SMC3",1444.56325189736,0.22440828296223,0.113630718672598,1.97489099412292,0.0482805196350129,0.0908365983249231
"TBC1D16",102.419948400578,0.224299270885636,0.219362816098346,1.02250360783605,0.306542605949859,0.413011383481471
"TPR",5695.2369717083,0.224202994539763,0.12739163265518,1.75995071157168,0.0784161639246612,0.136706695189563
"FAF2",971.16996539022,0.223945449554129,0.177341336962912,1.26279328547615,0.206663478413065,0.302428232159624
"CACNG3",0.185857823653235,0.223795886330043,2.09264801865631,0.106943874141693,0.91483350622326,NA
"LINC01361",0.139312183754275,0.223715927673316,2.21761492296102,0.100881323153528,0.919644669426237,NA
"OSR1",0.125109247432006,0.223688139693391,2.26663767688701,0.0986872061531261,0.921386627285096,NA
"ZNF197",0.10527927670386,0.22364561332227,2.34841553751891,0.0952325556313387,0.924130111835541,NA
"PGLS",2153.9717731344,0.223578199251718,0.154530388312893,1.44682351279036,0.147946359635216,0.23069764222218
"SCN1A",0.141617975069856,0.223564083193783,2.53354934383152,0.0882414560971938,0.929684768606587,NA
"GSDMD",0.15946597676075,0.223456520818351,2.860424216205,0.0781200632942537,0.937732547763192,NA
"KCNAB2",6216.65273654193,0.223408204230373,0.117141192252293,1.90717031246538,0.0564985365236585,0.103646110617251
"ACTL7B",0.0995066561419462,0.223311963805196,3.5824456656802,0.0623350595221925,0.95029600929146,NA
