"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"HCP5",26.5892221409564,1.560643208454,0.606787287156584,2.57197743177383,0.0101119483199952,0.0240412636550897
"RGMA",12.78510548168,1.56020874168793,0.478740329706653,3.25898748209481,0.00111810601246655,0.00357496999571047
"FAM107A",0.346586792089168,1.55993014352305,1.84636578107392,0.84486517217392,0.398186121844991,0.507016818773343
"SPX",256.740183309332,1.55941144286338,0.357100501951401,4.36686992693056,1.26039734748676e-05,7.35766500060152e-05
"SEMA3F",5.07773782447435,1.55778022898494,0.552026885451505,2.82192818871643,0.00477358649770028,0.0126368517646967
"RPS2P32",21.7359562737451,1.5575453898183,0.327452141823322,4.75655887039114,1.96920830972393e-06,1.47319723800085e-05
"SERPINA3",0.233321738391036,1.55707815954772,2.3640798074426,0.658640268676938,0.51012679785486,NA
"AZGP1P1",0.205363489266935,1.55687717063908,3.26654880497289,0.476612248458967,0.633638259814445,NA
"CNTLN",131.583586133885,1.55630102105255,0.249366687369501,6.24101413652937,4.34742951103556e-10,1.0628030723425e-08
"FES",6998.01381055764,1.55576720615548,0.298224868631582,5.21675879444324,1.8208111604427e-07,1.86575032950895e-06
"ANO10",809.801615891733,1.55559582653756,0.243099961657992,6.39899659353326,1.56401331697276e-10,4.53069962979898e-09
"C3orf86",905.639815908249,1.55546039622656,0.385909180726123,4.03063848675437,5.56255432138016e-05,0.000265832414902176
"SNORA71D",0.585412547838663,1.55542308699439,1.18793053001669,1.30935525916026,0.190414039360315,0.28353035119485
"DNAH5",0.227291399599142,1.55518079409744,1.85674457105183,0.837584672842983,0.402264003966776,NA
"TMEM236",16.6900354536309,1.55506680088792,0.428944108932936,3.62533665459676,0.000288585260100665,0.00111075053957626
"ALDOA",416.844245483828,1.55504282191642,0.196766911761798,7.90296909166785,2.72337135485997e-15,4.33578725454731e-13
"COL9A2",1311.08996037237,1.55501950568865,0.395015354396066,3.93660521896954,8.26423940392522e-05,0.000375640624868979
"LINC01970",16.523545149391,1.55494810122432,0.415226510796915,3.74481893807797,0.000180523918184491,0.000738660314338579
"CAMKK1",1344.7956869474,1.55453104475621,0.282377193901097,5.50515791760678,3.6883749685953e-08,4.69926292295105e-07
"IFITM2",109955.859626489,1.55434856038671,0.282603656262087,5.50010067437062,3.79574461579512e-08,4.82329975453015e-07
"MGP",8.19645920341379,1.55431113314466,0.410604140742218,3.78542488717977,0.000153446178221334,0.000640794965804418
"PHTF1",940.070397622382,1.55397739671901,0.228206985647065,6.80950844827479,9.79327823380434e-12,4.1281775031949e-10
"MIR320B2",0.517770779855942,1.55394793882645,1.50895332499261,1.02981842651367,0.303095249139929,0.409627254064233
"PIR",0.343079143786768,1.55305364526653,1.28808341714232,1.20570890409571,0.227929750580702,0.327259351210155
"VEPH1",88.714329357281,1.55299369614966,0.390874274614548,3.97312843798972,7.09347744241562e-05,0.000329274095061915
"GBP5",11955.1072072053,1.55241226800941,0.448934470305863,3.45799302724904,0.000544215469239477,0.00191799032214256
"LINC01736",10.465260552351,1.55177840009367,0.570648503592374,2.7193244007911,0.00654154178071615,0.0165029152519272
"H4C6",3.33390695861906,1.5512763538383,0.723244362841095,2.14488550971137,0.031962002069811,0.064311260483898
"MPPED1",0.325133866847868,1.55119638437997,1.89024264260601,0.820633472875944,0.411855075368952,NA
"NQO2",3386.20679670843,1.55063583390722,0.31595114696705,4.90783416611217,9.20876666600816e-07,7.6267274743758e-06
"METTL9",8029.52418295807,1.54986081850195,0.247749979023021,6.2557455084908,3.95621434714844e-10,9.85931606513164e-09
"P2RY14",902.098946382455,1.54943435625779,0.498868675821526,3.10589626359325,0.00189703253805155,0.00567370674110308
"PPM1N",208.917290614243,1.54890614027234,0.311491585611708,4.97254568604349,6.60793920427559e-07,5.672697898002e-06
"CEBPE",222.017621401848,1.54850717899015,0.403221519550822,3.84033863250935,0.000122864712646586,0.000527611641645974
"TMC1",1.61062980316802,1.54839701842153,0.779385313866824,1.986690011824,0.0469567593603499,0.0886925200821435
"CARD16",3259.89213179657,1.54787847038724,0.285645554538806,5.41887820689663,5.99741547793736e-08,7.13174146709786e-07
"SMTN",199.227990120115,1.54762581668586,0.313015462852471,4.94424717099448,7.64386716511188e-07,6.47179223035558e-06
"CLVS1",16.945872476322,1.54693320928213,0.573441674754775,2.69762955394489,0.00698351052460065,0.0174692048754586
"PRDM6",0.43210509409168,1.54651916607985,1.18118447477742,1.3092952024884,0.190434374105632,0.28353035119485
"LINC01555",0.280887509949827,1.54646491452408,1.77702943933354,0.870252838976077,0.384162245720536,NA
"CFAP45",421.031699362517,1.5462358597066,0.384014556356053,4.02650325128029,5.66124570198734e-05,0.000269612452912445
"VAPA",6662.86227845649,1.54618502511653,0.247099464788825,6.25733862450055,3.9160252337025e-10,9.78447601842346e-09
"SEC14L2",169.893629223305,1.54557157416743,0.383124986114834,4.03411844745666,5.48076679337092e-05,0.000262705875858416
"GSTA7P",0.431670404771306,1.54546433264409,2.27097538674203,0.680528878325377,0.496169642879167,0.601145408831715
"FCGR2A",50171.1338612453,1.54521728014776,0.285168399083604,5.41861330046863,6.00630708749255e-08,7.1379086818912e-07
"HTR1F",3.23124201614977,1.54497548462232,0.579215733376179,2.66735759337345,0.00764502805257057,0.0189054968427111
"PPP4R1L",651.962701008253,1.5448188509357,0.223263269951534,6.91927002265552,4.5397681951399e-12,2.24241267977372e-10
"PDE6H",7.04951857372091,1.54388846179001,0.407627753494474,3.78749594097729,0.000152173170181846,0.000636582833959409
"LINC00266-1",28.8944039754687,1.54355845863033,0.340255512378005,4.53646863159567,5.72039932230334e-06,3.69915315692687e-05
"ARHGAP6",378.517034475817,1.54323448116938,0.299157119791074,5.15860856745494,2.48791829233651e-07,2.44402131481747e-06
"IGFBP7",575.174254272108,1.54289202678212,0.232274136840718,6.6425476713327,3.08306898288506e-11,1.12272667081848e-09
"MND1",12.6166773252358,1.54201277196781,0.304993249858246,5.05589147525233,4.28384901239684e-07,3.92224654823254e-06
"CLEC12B",316.378809556657,1.54198342872771,0.467453763793225,3.29868651867309,0.000971383228967849,0.0031641404333508
"CILP2",7.44149507513852,1.54148264187297,0.41661966364648,3.69997572457595,0.000215620091323384,0.000863556224377062
"ADRA2B",1.94920791247461,1.5411413993236,0.673550279709603,2.28808664438245,0.0221324758563828,0.0469910825387067
"SIGLEC10",11055.6715668865,1.54077156326471,0.38006869164585,4.05392918999078,5.03644671668533e-05,0.000244272812987855
"LUADT1",0.219368002520104,1.54049541571929,2.74836993227068,0.560512395959209,0.575129986883757,NA
"PHF21A",8298.50537560826,1.53981892856903,0.222430230741769,6.92270526103389,4.43099073175731e-12,2.21136283566251e-10
"APMAP",10613.7500897379,1.53965878402684,0.274730596912787,5.60424940406474,2.09159356849688e-08,2.8945731683566e-07
"JAK2",4016.68584772231,1.53957609389321,0.21212040509905,7.25802919890852,3.92770780998504e-13,2.84422524625642e-11
"LOC101928739",0.224768631363002,1.53946659154404,2.08123448644958,0.739689161200785,0.459488626341662,NA
"FGB",0.246042748908469,1.53939082864234,2.04895398557122,0.751305709880632,0.452468693662181,NA
"ELF3",44.152387958885,1.53824811572099,0.344577298086868,4.46415978145257,8.03835635335808e-06,4.99519021906742e-05
"NIBAN1",31596.9742944753,1.53794024121922,0.298766829952742,5.14762713605956,2.63802203787223e-07,2.56920407166687e-06
"NEXN",282.389675551331,1.53770362705274,0.308139099079429,4.99029052673503,6.02885473635549e-07,5.23860431398972e-06
"CRACD",62.9387673707718,1.53740016689241,0.368655955551317,4.17028436335244,3.0421979558434e-05,0.00015847728886254
"FXYD3",1.51787087487894,1.53712380328671,0.897462517183027,1.71274429166297,0.0867595928757847,0.148668991029987
"LRCH2",0.306441857034091,1.537044705563,1.69184144769311,0.908503989932874,0.363612006696815,NA
"LOC107984036",54.3319491857271,1.53692805662262,0.248668307680049,6.18063504336918,6.38442557578285e-10,1.48538133202755e-08
"PLEKHM1",85.2070442076144,1.53655337355945,0.413562706289301,3.71540603200469,0.000202877651445759,0.000820024145499602
"MSRB3",393.71389199107,1.53631063179848,0.184919466423536,8.30799840336845,9.73298376923733e-17,2.46705525434984e-14
"NCAPH",90.6265058099026,1.5357899080463,0.291875078841853,5.26180554413978,1.4264759085383e-07,1.50490864743055e-06
"LINC01136",29.6817772246565,1.5356907792058,0.331955169785198,4.6261993154061,3.72436906056874e-06,2.54509562195091e-05
"TERB1",1.02581471868444,1.53551831533687,0.946428078939989,1.62243529065269,0.10471017796549,0.173532077454164
"CDA",5389.85514849583,1.53493391613406,0.295149124056437,5.20053691855294,1.98713641404447e-07,2.00419873718077e-06
"GNG5",3768.38841324981,1.53474390146572,0.220522845251951,6.95956874541614,3.41315934461394e-12,1.75805084531131e-10
"UBAP1",5218.16627948015,1.53418453417816,0.233878679813442,6.55974514394358,5.38998170192439e-11,1.79641189456525e-09
"RAB3A",63.001103031346,1.53369201451634,0.306616694774239,5.00198469507862,5.67430962227841e-07,4.97315289188223e-06
"FAM170B",4.40120723371284,1.5331186211323,0.759588531059947,2.01835409362086,0.0435543967638679,0.0831960237242589
"DDAH1",6.36536690452943,1.53225153553417,0.620607041642023,2.46895609092685,0.0135507844809761,0.0308998949149531
"BEAN1",2.80222324942833,1.53215648977605,0.893420007413218,1.71493415981607,0.0863572988593171,0.148124566398886
"MGLL",1174.32395003591,1.5314943531567,0.221872128918807,6.90259908091992,5.10595846563217e-12,2.4346827693549e-10
"CA3",11.362976740186,1.53122688039287,0.582790325531914,2.62740614130016,0.00860385739613044,0.0209220788789519
"ZNF788P",41.1417357417491,1.53080901465325,0.370765654832275,4.12877782691535,3.64696584093337e-05,0.000186106357509246
"LINC00937",249.686313349921,1.53061081971749,0.389867553889594,3.92597641031431,8.63786212857869e-05,0.000390243377216088
"TXN",3364.55607778446,1.53059672671831,0.25581194753138,5.98328866766689,2.18676708795921e-09,4.21596722531165e-08
"MMP25",39625.8789663016,1.52886421306478,0.334581988531394,4.56947554103418,4.88946221775988e-06,3.22681055714033e-05
"MSRB2",672.901714512973,1.52879708075166,0.309211101986812,4.94418560953501,7.6462827638545e-07,6.47179223035558e-06
"BNIP5",3.42892690379318,1.52877102780458,0.728157777899914,2.09950518171175,0.0357723915222952,0.0706644124574953
"DHFR",620.906779138318,1.52834504804762,0.188601362392481,8.10357374231011,5.33678542480126e-16,1.01789935072645e-13
"LY96",1544.22207275722,1.52792942386241,0.307586830730484,4.96747347808665,6.78308317039492e-07,5.79979201928485e-06
"NUDT5",2883.42413735179,1.52776599095575,0.376606424886716,4.05666470351722,4.97784632127309e-05,0.000242080301914069
"DCC",1.39360507153318,1.5260697496532,1.00546470555351,1.51777555315888,0.129070990000453,0.206068585394391
"LOC400499",4578.95461871317,1.52597693224875,0.36990330093242,4.12534013187286,3.70187253637852e-05,0.000188458965488361
"SPI1",33902.4771448152,1.52496663844943,0.254477223471625,5.99254667135062,2.06580122395081e-09,4.04057201847641e-08
"TEX15",0.418057692863649,1.52488948226616,1.33973611373031,1.13820137162707,0.255036406082754,0.357987563886489
"LINC02205",1.58469457188308,1.52478309235855,0.94234164929462,1.61807885017064,0.105645605840683,0.174736580313808
"LOC101928398",0.196945623769089,1.52405209527934,3.26809590149345,0.466342525194221,0.640970344237148,NA
"ITIH3",1.84275319954572,1.52375046934768,1.304798988493,1.16780475980255,0.242885527724567,0.344623024680419
"LMNB1",5144.83644028268,1.5231210762101,0.292969364978579,5.19890902696078,2.00461599421707e-07,2.01760305708452e-06
"MEF2A",4320.00480368639,1.52307995289904,0.245803363527653,6.19633487125856,5.7793100990548e-10,1.36235100605317e-08
"ARL4A",511.844600713867,1.52252874805087,0.373297000328409,4.07859893519483,4.5307920878089e-05,0.000223970179059663
"MTHFS",78.229992806498,1.5224958707109,0.272839251911463,5.58019368563932,2.40250902421638e-08,3.27775735428501e-07
"PPP1R15A",10895.3393666848,1.52228845733275,0.292932539495008,5.19672024131238,2.02835258797936e-07,2.04042737623156e-06
"GRN",40481.0701716127,1.52202867379435,0.231514567554089,6.57422420487109,4.89074901967724e-11,1.65000681462456e-09
"GLT1D1",9204.51561601863,1.52185199845917,0.243798703322135,6.24224812405308,4.3132600184167e-10,1.05578959332629e-08
"VAMP5",900.491989932574,1.52169766020813,0.323613057461089,4.70221341544941,2.57356295782307e-06,1.86195218955475e-05
"STK3",328.635993618344,1.52149532772646,0.273272638887869,5.56768264074461,2.58149438348278e-08,3.47659243276365e-07
"SLC24A3",195.108964668892,1.52129590930241,0.30699148809025,4.95549866468991,7.2145018095924e-07,6.14412744739116e-06
"ACKR4",2.29366702723263,1.5209770635509,0.54565623315684,2.78742726854129,0.00531283787303388,0.0138662117309477
"EXOC6",1584.7643498667,1.52066178824409,0.288431715750889,5.27217259823622,1.34818198379732e-07,1.43647000751502e-06
"RNF208",119.027203531639,1.51961397247062,0.287064033525298,5.29364112183945,1.19904631880887e-07,1.29258132543559e-06
"ADAM17",3015.51274767645,1.51866493126775,0.229730088063086,6.61064880126068,3.82639279007453e-11,1.34037382521389e-09
"MALL",1.97322870285175,1.51787080014475,0.745142999549299,2.03701947285667,0.0416480906473956,0.0800787322319022
"SPRY1",158.60376716793,1.51588548780954,0.497176597392534,3.04898801705404,0.00229613640144316,0.00669483451451507
"FER1L5",0.202685547195095,1.51565161800108,1.8722843360285,0.809520001228069,0.418216102804513,NA
"NCOR1P1",1.71163422845222,1.51516710486236,0.820706485216641,1.84617415867307,0.0648669218132018,0.116555953904442
"MIR4313",0.61590402126917,1.5147682968544,1.18300718828517,1.28043879348707,0.200390857829204,0.295267667524995
"EMSLR",1.15557982937885,1.5142034169532,0.976436331542651,1.55074464974172,0.120962889783541,0.195357906504874
"FAM72B",16.1464565149746,1.51412860264414,0.316053745185985,4.79073140472718,1.6617445217278e-06,1.26829819598116e-05
"ZNF33BP1",0.287874571909448,1.51392366855776,2.09257977236598,0.723472380145414,0.469389716974835,NA
"MIR3945HG",324.294928943193,1.5132212598279,0.418301856023977,3.61753417546673,0.000297423068650698,0.00114066454200419
"LRRC71",1.14240261997856,1.51176164364834,1.03556934444923,1.45983622608332,0.144335089802953,0.226312157737595
"IL33",0.19033707258023,1.51169682001361,2.83017303777133,0.534135828388792,0.593247563031615,NA
"EFS",0.604176861908073,1.51163573791959,1.18951435646832,1.27080075133154,0.203799541393207,0.299168967873104
"SLC8A1",2361.67113098579,1.51080565651067,0.326155163923434,4.63216843890087,3.61855557770361e-06,2.4807065711346e-05
"FAM169B",10.5241648962434,1.51061405844203,0.561229080671236,2.69161757732746,0.00711064289848177,0.017736556363635
"PPP1R27",1.94217989014195,1.51014958114326,0.712238259653261,2.12028708185157,0.0339818424133253,0.0676756137961644
"ANKRD55",418.814475011889,1.51005506539515,0.380781210575674,3.96567641326687,7.31880974606189e-05,0.000338151498702698
"FAM124A",6.55152379823128,1.50994581144328,0.46778552996171,3.2278591677833,0.00124720360226725,0.00393419521763161
"TLR8-AS1",11.9269859986561,1.50989367630095,0.527104182013798,2.86450710850445,0.00417658780314132,0.0112490357404534
"TUBA8",755.370360776555,1.5088546036776,0.285572568846013,5.28361183209864,1.26661483293409e-07,1.35735509616127e-06
"TMEM35A",0.403638953020218,1.50871540080728,3.58137227335185,0.42126740412698,0.673559829488157,0.755881192779905
"GYPB",4.82800427208529,1.50870539676054,0.560049765855456,2.69387738151457,0.00706261418982698,0.0176373087571723
"TCP11",0.713906311293457,1.50784644032785,1.06226013211235,1.41947004763271,0.155762023222936,0.240934608588939
"ANKRD44-IT1",33.5311604275992,1.50772560481974,0.292880299243211,5.14792428413803,2.63384758906368e-07,2.56773481557302e-06
"C12orf54",0.222747704155958,1.50744952035436,3.16681763367474,0.476013997245914,0.634064405935566,NA
"FAM131C",0.245563346943599,1.50724619557085,3.11298349293731,0.484180593630023,0.628257708246681,NA
"LINC00592",0.247861918142122,1.50722337795982,3.10711539568695,0.485087673297241,0.627614155635414,NA
"MARCKS",9135.06854104695,1.50721677831014,0.321502062256422,4.68804699954934,2.75824680370357e-06,1.97895219465719e-05
"LINC00868",0.269478835064666,1.50696633783399,3.04326837284141,0.495180231649101,0.620472903482501,NA
"STIM2-AS1",7.4286422865201,1.50670317517921,0.416059243458509,3.62136690595955,0.000293050556547403,0.00112681156114355
"MT1M",0.209626951793761,1.50552817669456,2.74773268494095,0.547916536767083,0.583749213442025,NA
"TAP2",263.751195807782,1.50506732527987,0.481018467234836,3.12891796843443,0.00175451282364681,0.00529597853881734
"MNS1",1.76003918812627,1.50484964432471,0.87195558631292,1.72583290702682,0.084377477846081,0.145220024410516
"PLOD2",54.284303915174,1.50482918299118,0.332920314908573,4.52008818808322,6.18138765650865e-06,3.96267060948361e-05
"CTSD",30998.0564791575,1.50431216627084,0.217685899087158,6.91047133773485,4.8304603378587e-12,2.34392916746877e-10
"PTCRA",435.899957346092,1.50358412685777,0.313223506203641,4.8003553279945,1.58384358242186e-06,1.21963307870505e-05
"SLC38A3",0.224381360516245,1.50291913136546,2.38034469793008,0.631387182147351,0.52778739493664,NA
"SIRT5",678.373565780948,1.50277827398747,0.33609143358106,4.47133762969005,7.77318657066354e-06,4.85704398628811e-05
"MAP1B",13.3855658542688,1.50187576899944,0.490804305801924,3.06002973332829,0.00221315018756602,0.00648942860266135
"LINC02154",0.188449416190614,1.50053497612631,1.92922723518153,0.777790686738422,0.436692419253784,NA
"UBE2Q2L",0.412482476528222,1.49935504466202,1.48710784121779,1.0082355852782,0.313341378236184,0.419997795041877
"CKAP2L",44.1121366363681,1.49934604569852,0.331170965896252,4.52740789531723,5.97116130453838e-06,3.84453380249423e-05
"TIMP1",5143.54912590664,1.49852288737566,0.254652993368791,5.88456812367208,3.99094732265157e-09,7.02756939886287e-08
"EGFL6",0.192006622415975,1.49827646712569,2.456630747706,0.60989078986526,0.541934153975337,NA
"ASAP1-IT1",1.70063863465007,1.49718161434053,0.790606957529616,1.89371166049275,0.0582632927319189,0.106437560093664
"IL1RN",7405.24704567024,1.4970200574991,0.304876441000986,4.91025168289162,9.09595727434067e-07,7.54952696824208e-06
"GBA",92.5760578958867,1.49650767281399,0.282489946611908,5.29756081857996,1.17359821887571e-07,1.26869787252647e-06
"DEFB1",1.87628271086431,1.49558977549505,0.913226427184607,1.63769874696444,0.101484552141927,0.169190689092348
"H4C4",13.322849734265,1.49552829960784,0.504815958040886,2.96252183748659,0.00305130164514434,0.0085548355249688
"NFE2",10338.2567073357,1.49536612937655,0.346487040317843,4.31579238289779,1.59031398960828e-05,9.0344466811601e-05
"LINC01792",1.33164794894247,1.49534899163692,0.991180352130281,1.50865479569189,0.131387023194832,0.209176827671508
"DNAAF4",2.58994144432193,1.49505152513064,0.667653804293044,2.239261598627,0.0251388999435316,0.0523994555845264
"MIR1284",0.280740712494965,1.49503681230381,2.62820176637608,0.568844002553601,0.569462009968588,NA
"H4C1",1.7256838643466,1.49449708614655,0.667022561554387,2.24054952903522,0.0250552691051794,0.0522590628023143
"HPSE",2526.16157206321,1.49409989249714,0.234775418837743,6.36395368771434,1.96625449145288e-10,5.45006137026595e-09
"LOC112268124",544.772155570522,1.49384157922985,0.256813426143595,5.81683598736221,5.99719324265376e-09,9.92525177203453e-08
"CAPN9",0.706976139213737,1.49361309300429,1.47403873787466,1.01327940346931,0.310926722591045,0.417545652422021
"H2BC11",222.919619888664,1.49227511006342,0.304948688872477,4.89352853288526,9.9043947126693e-07,8.12253127904902e-06
"H4C5",15.8015929888398,1.49224699181384,0.410958615488806,3.63113689693284,0.00028217545012221,0.00109109351086998
"DPY19L3",1233.53183435819,1.49184735918184,0.256923871455779,5.80657356098814,6.37642647965781e-09,1.04701263878052e-07
"NUSAP1",237.039831375049,1.49179877108646,0.224844922150415,6.63478968890606,3.24965537782728e-11,1.17231013480271e-09
"JDP2",2675.94781103053,1.49155952351232,0.295924072165012,5.04034535818567,4.6469249330713e-07,4.21718320064212e-06
"SH3GLB1",8927.95807594276,1.49141204190968,0.235198666847435,6.3410735354087,2.28169593271849e-10,6.18208023177061e-09
"FAM228B",230.93443797724,1.49116956426537,0.208440920982621,7.15391947625149,8.43345488078603e-13,5.36178464763901e-11
"TNIP1",16227.6154450902,1.49093029322534,0.244475555253698,6.09848412729103,1.07079027955004e-09,2.29963254685083e-08
"NUP210L",5.84308722567824,1.49036132645307,0.57345153572086,2.59893161604251,0.00935144004303104,0.0225098264387042
"CLDN34",0.726566292778218,1.48991608702787,1.67155377747225,0.89133601748724,0.372748931614054,0.481889498598291
"LINC00968",49.8913208982324,1.48974634347887,0.263718522829616,5.64900154715855,1.61382403722738e-08,2.32525850808887e-07
"MIR616",20.4773909638817,1.48964569651658,0.313988296505738,4.74427140468071,2.09258134570448e-06,1.55462734452954e-05
"TRIM9",76.3886924620116,1.48948599229154,0.309522880257097,4.81219996096681,1.49277882761029e-06,1.15721896720663e-05
"HLA-E",80.7415518314961,1.48886496716362,0.189426432650809,7.85985855473617,3.84567470569662e-15,5.61235435837422e-13
"TPK1",679.197974968804,1.48878281440011,0.346560253202031,4.29588448370682,1.73998176861928e-05,9.752402906803e-05
"CCDC71L",1817.32474883273,1.48774506829614,0.275219119483732,5.40567483497121,6.45648357910173e-08,7.58863329272823e-07
"PRSS46P",1.07294299468812,1.48750828618011,1.17654142462882,1.26430591821226,0.206120246213773,0.301724956159736
"TYRO3",8.19832959220959,1.48721179392022,0.484833300739135,3.06747038962246,0.00215878847410909,0.00635496655948005
"RNU12",4.10519983478769,1.48716720331235,0.63930404360331,2.32622837004163,0.020006370960694,0.0431002829553579
"ZNF98",0.165332936113825,1.48702716679967,2.24167827780547,0.663354407955195,0.507103598272005,NA
"CARD6",1468.45700408089,1.48601060328258,0.343109172734008,4.33101392026787,1.48424297146241e-05,8.50604985988361e-05
"C1R",147.567010226866,1.48572069969986,0.212376821617041,6.99568195995947,2.6397173657669e-12,1.44055284232673e-10
"FURIN",15775.3831983373,1.48476029902616,0.222728816881759,6.66622451379687,2.62467652237701e-11,9.72341702443669e-10
"GGT1",906.343119591381,1.48468184582931,0.283874271376722,5.23006836311358,1.69447367145382e-07,1.75496455951003e-06
"FUT4",989.132061416823,1.48445916292532,0.321198272786701,4.62162872186773,3.80738972889823e-06,2.59998425159502e-05
"HBG1",322.427418282824,1.48413793739307,0.334291680161045,4.43964963973403,9.01054456792124e-06,5.51394950941661e-05
"MIR6880",0.164977974080978,1.4831199912303,3.42512913823421,0.433011408146471,0.665006481985498,NA
"NINJ2-AS1",418.071184275327,1.48291766922273,0.202886387570561,7.30910381410871,2.6892994182152e-13,2.05581999970228e-11
"AKR1B10",0.291238912930398,1.4825989645083,2.1258802852769,0.697404729126215,0.485549542808503,NA
"FERMT1",0.470933086260142,1.48199562140968,1.69721038549983,0.87319499931838,0.382556800061906,0.49166325556574
"TP73",27.8687388064767,1.48133862471145,0.386484298561892,3.83285590184003,0.000126664155452748,0.000542355699186873
"MPP1",6425.70654625179,1.48133037915112,0.20647699666065,7.17431192388817,7.26717496377931e-13,4.72955603048124e-11
"MIR548K",0.289733303276003,1.48080602737887,2.6867836859187,0.551144491139984,0.581534628353623,NA
"ZNF185",4970.11687529751,1.48013962397268,0.218084237572367,6.78700872859516,1.14482285183988e-11,4.73258957464453e-10
"CD151",1536.30933516137,1.48005101331243,0.258495416639484,5.72563735385922,1.030461335237e-08,1.58047827722974e-07
"CHRNA7",3.82939444699176,1.47992774433285,0.602398140530521,2.45672694645024,0.0140209210912157,0.0318096991630322
"AGT",0.214684453569588,1.4791603035594,2.74203790959269,0.539438312790912,0.589584450883957,NA
"ING2",284.530909121111,1.47904209102829,0.191142186423872,7.73791552090128,1.01059957331359e-14,1.24001211339573e-12
"LINC01948",33.4411847944708,1.47903831791716,0.419343131283244,3.5270359941061,0.000420239629877355,0.00153673049163959
"SLC22A4",1221.45251855774,1.47868509711339,0.293722048971112,5.03430063317726,4.79596511066603e-07,4.32043491898861e-06
"YOD1",1275.641234758,1.47851362260256,0.266267641713987,5.55273488391323,2.81234443859428e-08,3.74409144886525e-07
"RABGEF1",1986.29144215186,1.47754759694971,0.274702374929455,5.37872159761688,7.50166073709905e-08,8.64306174877249e-07
"LINC01475",0.552926787394611,1.47721304225835,1.77701108808326,0.831290841213442,0.405809347310439,0.514546914143902
"SQOR",5344.4022624871,1.47684889621198,0.241911257471734,6.10492009196615,1.02852125924279e-09,2.22372991448407e-08
"TPTEP1",920.062671194276,1.47671442935692,0.339959302560079,4.34379767882935,1.40040497091473e-05,8.08917582000039e-05
"MUC19",1.67041292591741,1.47668232709527,0.760195138743124,1.94250430164123,0.0520760796926915,0.0967306527046582
"ITGA11",1.48249407224169,1.47658744541058,1.25014724052633,1.18113082806863,0.237550754953023,0.338700151240844
"CDK5RAP2",2555.83200310075,1.47639730178085,0.272354255532185,5.42087105962765,5.93093284784127e-08,7.07014173148603e-07
"ANKRD26P1",0.833593043967424,1.47634367815329,0.994332070698644,1.48475918826189,0.137607626481011,0.217355962326188
"SYCP2",210.010076489194,1.4761449138793,0.269623452376978,5.4748387088205,4.37910285318055e-08,5.42850948286165e-07
"MIR6884",2.01267756447554,1.47583986967387,0.705512035442609,2.09187057843455,0.0364500946280345,0.0717676433886403
"VN1R2",0.213347991349926,1.4755390876817,2.08807232876861,0.706651329722789,0.47978318216127,NA
"MIR548AA2",0.979676983064452,1.4755121288134,1.12243795825091,1.31456007698873,0.1886577948959,0.281358191598252
"GABBR2",0.248815386644991,1.47417245973519,2.33179741868957,0.632204344991364,0.527253358493783,NA
"E2F2",652.708973054288,1.47326543770019,0.382270942386604,3.85398227890998,0.0001162120103943,0.000502403089819524
"IL10RB-DT",70.3672047399786,1.47308917169136,0.393654301106949,3.74208834388208,0.000182497331375565,0.000745942837177781
"PLEK",22536.2760531643,1.47300040772646,0.233717161439426,6.30249143304022,2.92898734884172e-10,7.65590397396023e-09
"TBC1D3P5",0.196229720809161,1.47275333524163,2.11682373450887,0.69573734989481,0.486593330441836,NA
"ACOD1",4.02968153099345,1.47263189954623,0.721479727363186,2.04112720523459,0.0412381849000067,0.0794253543205088
"GATA2-AS1",6.73034327283516,1.47255087784611,0.454616759437207,3.23910381057894,0.00119905922821243,0.00380162557147536
"MIR210HG",21.3644197954978,1.47221483874373,0.375182688716868,3.92399458455489,8.70926937915112e-05,0.000392916546416785
"CITED4",288.11801694956,1.47202077011263,0.345750537680771,4.25746487622742,2.06758131475818e-05,0.000113378555216344
"EPSTI1",3274.62194388311,1.47201675327569,0.379767586966307,3.8760989715699,0.000106144523451719,0.000465248714396797
"LACTB",1286.96194156288,1.47185282722017,0.257818874711083,5.70886374734804,1.13732891629895e-08,1.72515781445535e-07
"MYL12A",18365.3862601149,1.47134140416199,0.194515594110657,7.56413083942757,3.90466564006129e-14,4.04405800484628e-12
"TRIP13",51.3607128464065,1.4711178885329,0.292392712357274,5.03130832732705,4.8714397867816e-07,4.37702500245152e-06
"LINC02470",13.1533092676769,1.47049463067141,0.499116668762558,2.94619419206566,0.00321710356771611,0.00896359316292784
"SIAH2",2374.85889417278,1.47033810440174,0.256028063685614,5.74287866429838,9.3080425890188e-09,1.45072922681924e-07
"HSD17B13",44.2043451378542,1.47000809692812,0.27039887380911,5.43644311908592,5.43546801501215e-08,6.55249410770927e-07
"CNIH2",32.9976418492875,1.46962490241652,0.301730632980527,4.8706519715927,1.11230610956695e-06,8.96546648313714e-06
"MARCO",214.891252234924,1.4695651069526,0.42286944419057,3.47522179041701,0.000510431142691084,0.00181654268110125
"VWF",525.319608516348,1.46939216944137,0.332725391089674,4.41623094837793,1.00436775575863e-05,6.04964601545833e-05
"CCDC85A",2.230757022791,1.46911419855404,0.8066036390391,1.82135825757516,0.0685524160507346,0.122254558674445
